"","region","gender","age","education","l2501","l2502","l2503","l2504","l2505","l2506","l2507","l2508","l2509","l2510","l2511","l2512","l2513","l2514","l2515"
"5348",2,1,1965,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5349",2,2,1966,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5350",2,2,1957,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"5351",2,1,1973,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5352",2,2,1970,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5353",2,1,1932,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5354",2,2,1966,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5355",2,1,1978,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"5356",2,1,1960,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5357",2,2,1954,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5358",2,1,1952,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5359",2,2,1971,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5360",2,1,1954,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5361",2,1,1949,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"5362",2,2,1949,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5363",2,1,1983,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5364",2,1,1974,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5365",2,2,1962,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5366",2,2,1976,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5367",2,1,1952,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5368",2,2,1972,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5369",2,2,1975,4,4,2,8,8,8,8,4,8,4,8,8,8,8,8,8
"5370",1,2,1938,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5371",1,1,1966,4,4,8,8,8,4,8,4,8,4,8,4,2,8,8,8
"5372",1,1,1963,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5373",1,1,1942,4,4,2,4,8,4,8,4,2,4,2,4,2,8,2,3
"5374",1,1,1957,4,8,8,4,3,5,3,3,3,3,3,3,3,3,3,3
"5375",1,2,1947,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5376",1,2,1943,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5377",1,2,1990,4,8,2,4,4,4,8,4,2,4,8,4,2,8,8,8
"5378",1,1,1953,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5379",1,2,1946,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5380",1,1,1945,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5381",1,2,1967,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5382",1,1,1951,4,4,2,4,4,4,4,4,3,4,3,3,2,4,3,4
"5383",1,1,1934,3,4,2,4,4,4,2,4,2,4,2,8,8,8,8,8
"5384",1,2,1973,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5385",1,1,1945,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5386",1,2,1967,3,4,3,4,4,4,4,4,2,8,8,4,2,8,4,8
"5387",1,2,1963,3,1,5,5,1,4,4,4,3,5,3,3,5,5,2,4
"5388",1,1,1973,4,2,8,5,3,4,4,4,8,4,8,8,4,4,4,4
"5389",1,2,1975,4,4,8,8,8,8,8,4,8,4,8,8,8,8,8,8
"5390",1,2,1966,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391",1,1,1986,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5392",1,1,1943,6,3,2,4,2,5,5,4,2,5,1,5,1,4,3,4
"5393",1,2,1949,4,4,2,8,8,8,8,4,8,4,8,8,1,8,8,8
"5394",1,2,1963,4,3,2,5,4,4,2,5,1,8,2,4,2,4,4,5
"5395",2,2,1965,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5396",2,2,1987,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5397",2,2,1974,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5398",2,2,1948,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5399",2,1,1946,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5400",2,1,1962,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3
"5401",2,1,1971,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5402",2,2,1957,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5403",2,2,1966,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5404",2,1,1941,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5405",2,2,1971,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5406",2,1,1970,3,5,4,4,4,5,4,4,2,4,4,4,4,5,2,5
"5407",2,1,1972,4,4,2,4,4,2,4,4,2,4,2,4,2,4,4,4
"5408",2,1,1978,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5409",2,2,1991,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5410",2,2,1947,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5411",2,1,1958,3,2,3,3,3,5,4,3,3,8,8,8,8,8,8,8
"5412",2,2,1951,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5413",2,1,1969,4,4,4,4,4,4,4,4,2,4,2,4,2,4,2,4
"5414",2,1,1955,6,3,4,5,3,4,2,5,3,5,3,5,2,4,2,5
"5415",2,2,1980,3,4,2,4,4,4,2,4,2,4,2,2,2,4,4,4
"5416",2,2,1978,4,4,2,4,4,5,2,5,3,3,4,5,4,4,4,1
"5417",2,1,1957,4,3,3,5,2,5,1,5,2,3,5,5,5,5,3,3
"5418",1,2,1965,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5419",1,2,1965,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5420",1,1,1965,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3
"5421",1,1,1952,4,4,3,4,4,4,4,4,3,4,4,3,2,4,4,2
"5422",1,2,1944,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5423",1,2,1948,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5424",1,2,1969,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5425",1,2,1983,5,4,4,5,4,5,4,4,2,2,1,4,2,4,2,4
"5426",1,1,1979,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5427",1,2,1962,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5428",1,1,1982,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5429",1,1,1953,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5430",1,2,1945,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5431",1,1,1931,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5432",1,2,1951,4,4,4,4,4,5,5,5,5,5,5,3,3,5,5,5
"5433",1,1,1955,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5434",1,1,1970,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5435",1,1,1990,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5436",1,2,1957,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5437",1,2,1971,4,8,2,5,5,5,5,5,2,4,2,4,8,5,5,5
"5438",1,2,1962,6,4,4,4,4,4,4,4,3,4,2,4,2,4,4,4
"5439",1,2,1944,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5440",1,1,1967,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5441",1,2,1952,1,4,4,4,2,4,4,3,3,4,2,2,3,4,4,3
"5442",1,2,1982,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5443",1,2,1957,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5444",1,2,1964,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5445",1,2,1972,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2
"5446",1,1,1973,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5447",1,2,1966,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5448",1,2,1986,4,5,4,4,4,4,4,4,4,4,4,4,4,2,5,2
"5449",1,1,1967,4,2,2,4,4,4,4,4,4,2,2,2,2,2,2,4
"5450",1,1,1969,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5451",1,2,1954,3,5,4,4,4,4,4,4,4,4,4,4,4,2,5,2
"5452",1,2,1967,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5453",1,1,1971,4,2,5,5,5,5,5,5,5,5,2,5,2,5,8,2
"5454",1,2,1963,4,5,4,4,4,4,4,4,4,4,4,4,4,2,4,2
"5455",1,2,1962,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5456",1,2,1963,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5457",1,2,1965,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5458",1,2,1986,4,4,4,4,3,5,3,5,3,5,1,5,5,5,5,5
"5459",1,2,1956,3,4,2,4,8,5,2,5,8,4,3,4,3,4,4,4
"5460",1,2,1965,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5461",1,1,1977,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4
"5462",1,2,1964,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5463",1,2,1986,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5464",1,2,1953,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5465",1,1,1965,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5466",1,2,1950,4,3,3,5,5,5,3,5,2,3,3,8,8,8,8,8
"5467",2,1,1972,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5468",2,2,1941,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5469",2,2,1936,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5470",2,1,1939,4,4,4,4,4,4,8,2,8,8,8,8,8,4,4,4
"5471",2,1,1953,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5472",2,1,1974,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5473",2,1,1989,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5474",2,2,1989,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5475",2,2,1979,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5476",2,2,1974,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5477",2,1,1966,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5478",2,2,1968,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5479",2,1,1952,6,4,2,3,4,4,2,4,2,4,4,2,4,4,4,4
"5480",2,2,1948,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5481",2,1,1989,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5482",2,2,1956,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5483",2,1,1956,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5484",2,1,1965,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5485",2,1,1986,7,3,2,5,3,5,5,5,5,5,2,2,2,5,1,5
"5486",2,1,1975,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5487",2,1,1962,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5488",2,2,1952,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"5489",2,2,1962,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5490",1,1,1924,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5491",1,2,1969,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5492",1,1,1955,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5493",1,1,1978,8,4,2,4,4,3,1,5,1,5,2,5,2,5,5,8
"5494",1,2,1964,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5495",1,2,1934,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5496",1,2,1960,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5497",1,2,1966,4,5,2,5,3,5,3,5,2,4,1,4,1,5,3,5
"5498",1,1,1974,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5499",1,2,1962,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4
"5500",1,2,1985,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5501",1,2,1967,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5502",1,1,1962,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5503",1,2,1964,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5504",1,2,1940,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5505",1,2,1965,7,4,1,5,1,4,1,4,1,4,2,5,1,1,1,4
"5506",1,1,1941,10,4,4,4,4,2,3,4,2,2,2,4,3,4,3,2
"5507",1,2,1941,1,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4
"5508",1,1,1953,8,8,2,4,4,4,2,3,8,4,2,5,2,8,4,3
"5509",1,1,1972,11,2,3,4,3,3,4,4,4,2,2,2,4,4,4,4
"5510",1,2,1945,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4
"5511",1,1,1942,4,4,2,4,2,5,2,5,3,5,3,5,4,5,4,4
"5512",1,2,1976,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5513",1,2,1963,8,4,2,8,8,4,8,5,8,4,8,8,2,5,4,2
"5514",1,1,1947,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5515",1,2,1961,6,5,3,5,3,5,4,5,3,5,3,3,2,4,2,5
"5516",1,1,1943,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5517",1,2,1986,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5518",1,1,1992,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5519",1,2,1984,7,3,4,3,4,4,4,5,4,4,3,3,4,4,4,3
"5520",1,2,1948,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5521",1,2,1956,6,4,2,4,2,4,2,5,1,4,3,4,3,4,4,4
"5522",1,2,1961,6,4,4,4,4,2,2,3,3,3,4,4,3,4,2,3
"5523",1,1,1980,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5524",1,2,1965,4,4,2,4,4,4,4,4,2,4,2,4,2,4,4,4
"5525",1,1,1962,6,2,2,2,4,4,4,5,3,4,4,4,2,4,4,2
"5526",1,2,1988,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5527",1,1,1950,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5528",1,1,1957,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5529",1,1,1959,4,5,2,5,2,5,3,5,8,5,3,4,3,3,4,4
"5530",1,2,1955,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5531",1,1,1957,4,4,4,4,2,3,2,2,2,4,2,4,2,4,3,3
"5532",1,1,1949,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5533",1,2,1955,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5534",1,1,1958,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5535",1,1,1953,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5536",1,2,1946,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5537",1,1,1970,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5538",1,1,1985,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5539",1,2,1935,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4
"5540",2,2,1986,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5541",2,2,1958,6,4,4,4,4,4,2,4,2,4,2,4,2,4,4,3
"5542",2,1,1978,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5543",2,2,1958,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5544",2,2,1952,3,4,2,4,2,4,2,5,1,5,1,5,2,5,2,5
"5545",2,1,1992,7,5,4,3,3,3,2,4,3,3,4,2,3,3,3,3
"5546",2,2,1950,1,4,3,4,3,4,4,4,4,4,3,4,3,2,3,3
"5547",2,2,1932,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5548",2,2,1961,9,5,2,2,5,4,4,2,2,2,2,2,2,5,1,3
"5549",2,2,1950,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5550",2,1,1928,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5551",2,2,1983,4,4,2,5,8,5,2,4,2,5,2,2,2,5,8,5
"5552",2,2,1977,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5553",2,1,1981,6,4,2,4,2,4,3,4,2,4,3,4,2,3,1,4
"5554",2,2,1975,4,4,2,4,2,4,2,5,1,5,1,5,1,5,1,8
"5555",2,2,1983,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5556",2,2,1952,4,4,2,4,3,4,2,5,8,4,3,4,4,4,2,3
"5557",2,2,1985,4,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4
"5558",2,1,1951,4,4,2,4,3,2,1,4,1,4,2,4,3,4,3,3
"5559",2,1,1964,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5560",2,1,1987,8,2,3,4,4,2,3,4,3,4,2,3,4,4,3,3
"5561",2,1,1974,4,5,2,2,5,4,4,5,2,2,2,2,2,5,1,3
"5562",2,2,1951,3,4,1,2,4,4,1,5,1,5,3,5,1,4,2,1
"5563",2,1,1980,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5564",1,2,1941,3,2,3,3,3,4,3,4,3,4,2,4,3,4,3,3
"5565",1,1,1947,9,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4
"5566",1,2,1959,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5567",1,2,1963,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5568",1,2,1959,6,4,2,4,3,4,2,4,2,4,3,4,1,5,3,4
"5569",1,2,1957,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5570",1,1,1954,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5571",1,2,1955,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5572",1,2,1945,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5573",1,2,1981,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5574",1,1,1951,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5575",1,2,1955,4,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4
"5576",1,2,1958,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5577",1,1,1947,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5578",1,2,1951,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5579",1,1,1955,6,4,2,5,2,4,2,5,1,1,2,5,1,2,1,4
"5580",1,1,1954,6,3,3,3,3,3,3,3,3,3,8,8,8,3,3,3
"5581",1,1,1969,12,4,2,4,3,4,3,4,3,4,2,4,2,5,1,5
"5582",1,1,1976,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5583",1,1,1982,10,4,2,4,2,4,2,5,2,5,2,4,2,4,2,2
"5584",1,1,1981,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5585",1,2,1935,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5586",1,2,1988,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5587",1,1,1945,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5588",1,1,1988,9,1,2,5,3,3,3,3,3,3,2,2,1,5,2,5
"5589",1,1,1955,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5590",1,2,1943,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5591",1,1,1950,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5592",1,1,1989,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5593",1,1,1949,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5594",1,1,1989,1,5,1,4,4,4,2,4,2,4,1,4,1,4,2,4
"5595",1,1,1977,9,4,1,5,4,5,2,4,1,4,4,4,5,5,4,5
"5596",1,1,1941,4,4,4,3,2,4,8,8,2,4,8,5,3,4,3,4
"5597",1,2,1970,4,8,4,3,5,4,4,5,2,4,3,8,3,8,1,2
"5598",1,1,1968,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5599",1,1,1953,4,4,4,5,5,5,4,4,4,8,1,8,5,5,2,5
"5600",1,2,1984,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5601",1,2,1989,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5602",1,2,1939,3,4,8,4,3,4,8,4,8,3,2,4,4,8,3,8
"5603",1,1,1982,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5604",1,2,1972,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5605",1,2,1955,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5606",1,1,1943,4,8,4,4,2,1,8,1,8,1,8,8,2,1,4,1
"5607",1,1,1987,4,4,2,4,5,4,4,4,4,4,2,4,4,4,4,4
"5608",1,2,1936,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5609",1,2,1983,12,4,1,4,4,4,2,4,2,4,2,4,1,5,2,4
"5610",1,1,1951,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5611",1,2,1946,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5612",1,2,1941,4,5,1,1,1,5,1,5,1,5,1,5,1,5,4,5
"5613",1,2,1970,4,8,2,5,5,8,8,5,8,8,8,2,2,5,5,8
